customer_id,age,purchase_date,product_category,income,purchase_amount,time_spent
4040,64,2023-06-22,Clothing,2.817062745053953,98.98790707904524,
3816,47,2023-08-19,Home,36863.17492250304,167.14022238832547,3.829586232514329
849,30,2023-11-01,Home,6.466762537595763e-05,135.5840003164867,2.506816162288309
4864,69,2023-10-17,Home,0.0010042098810170543,129.6257512900458,1.9486187475413672
80,53,2023-12-07,Groceries,29024.31300589523,107.16680251846918,2.196627598323815
2481,24,2023-10-14,Groceries,8.903208046299322e-11,42.28629725315665,1.8242412557747834
3540,30,2023-07-08,Health,7.364857530355571e-05,105.9458198111617,2.374186485696944
2499,59,2023-07-28,Clothing,813.2849100253119,72.86768166429954,2.8310761591757254
4594,49,2023-10-29,Clothing,45620.451560111986,312.4685391313225,3.26350603471427
4303,,2023-12-14,Clothing,1.6112641414587697e-06,42.26432298709503,
765,33,2023-02-27,Groceries,0.019964161089968555,18.25813508814594,2.4315771830710866
34,45,2023-02-16,Clothing,14028.309923800458,66.06772045253253,
2374,30,2023-01-22,Groceries,8.807282904854602e-05,183.07467471281075,4.056742019843567
2971,49,2024-01-01,Home,37289.11667620035,120.27402234282224,4.986493006635387
1774,52,2023-11-26,Groceries,39995.149545185166,208.20556360100306,6.978449097802552
684,57,2023-08-07,Groceries,2934.4802267862624,44.099517563874016,3.116265403564759
3780,36,2023-08-17,Groceries,2.428919943289067,106.51076866787909,2.773864001035429
255,65,2023-01-29,Groceries,0.738835701725202,204.67820316255404,4.944705557048408
2723,52,2023-05-29,Groceries,26785.969746911316,139.83148660043153,1.7969625069845263
3756,56,2023-11-06,Clothing,,115.2741462333183,4.059519992912568
4536,34,2023-02-26,Groceries,0.1296777551131519,15.315618158629228,4.270034536462082
3734,56,2023-01-22,Clothing,11285.475304639402,1.3341674258958562,3.3464827227941485
1778,42,2023-05-03,Groceries,2253.109408897577,98.92385242585097,2.7275174897714947
1616,32,2023-02-23,Groceries,0.005535626345484327,0.2624103819010912,0.9195572213261446
3654,46,2023-03-28,Groceries,25624.73130520603,145.31248878835467,3.819317597568273
4559,,2023-02-18,Groceries,22075.013244872316,141.66176500904928,4.241562854226726
498,57,2023-02-20,Groceries,4751.778965333446,51.378402714490946,4.437589690253037
4995,21,2023-05-01,Clothing,2.6905498912948566e-14,51.978456330225605,3.5581780003250634
997,64,2023-08-11,Groceries,2.3953900839873143,38.62854718680698,2.2321440205971164
3743,18,2023-10-19,Groceries,3.159062776974242e-18,49.752903415815204,5.932768260029001
241,49,2023-01-07,Groceries,47061.14037079664,203.7739846548637,5.356915625759008
4548,53,2023-09-09,Groceries,30674.459529552536,133.43501949804977,5.22849397301454
2182,29,2023-01-07,Groceries,1.4538747195576459e-05,29.102372120206834,5.216050547347133
334,53,2023-07-26,Groceries,28436.99358482388,117.4396426358921,2.854622749503259
2896,36,2023-09-12,Groceries,3.006028220967702,83.16848299684402,2.6543887933931836
2943,48,2023-08-25,Clothing,46249.53577591434,160.590691680799,1.6456464628163134
1273,65,2023-02-14,Groceries,0.8569844855169843,147.82241617023666,3.0350483995912843
3863,56,2023-08-19,Groceries,7295.722571776421,192.3811157795329,3.6605113870800863
1920,29,2023-05-31,Electronics,1.2292019571928364e-05,45.870740824495726,2.579654040074429
556,37,2023-03-16,Groceries,12.60544364917797,161.00044071420155,2.24463106805287
1966,64,2023-10-24,Groceries,2.63336420183752,138.31176513995737,5.209260299301867
625,42,2023-07-11,Groceries,,80.72838754611335,4.666133695211827
3128,41,2023-06-15,Home,663.6273263685331,79.9713235895945,2.803509938513298
492,18,2023-04-20,Groceries,3.1763524287301724e-18,122.85619284245169,2.383274785279153
24,19,2023-09-30,Groceries,error,47.388025184434696,2.968607087729565
4793,37,2023-04-18,Groceries,13.617250708588497,2.102915922304234,3.1481328821522956
502,56,2023-09-03,Groceries,9906.716321473563,87.6219190015039,5.43586983534359
1406,41,2023-11-17,Home,589.4836763922001,43.71557069101247,3.3306776242650575
1922,52,2023-03-05,Groceries,33279.79870445249,214.06495826449503,5.006077872625501
240,43,2023-11-01,Groceries,2898.700754879754,72.03276266673697,1.4269352506609256
4642,68,2023-08-21,Groceries,0.004848289665891139,135.71239335348585,2.2079822774680817
4012,68,2023-02-03,Groceries,0.004632135210997868,181.90906817970932,6.2562426951927
2099,25,2023-04-09,Groceries,1.6404464307787714e-09,0.0,0.3404578850417468
2227,40,2023-02-16,Groceries,380.0261081659583,35.50563427477696,1.6867607440144385
1871,19,2023-02-04,Groceries,6.651937254036732e-17,27.08149599151411,0.8857012332374189
1339,45,2023-07-28,Groceries,13391.158171221616,114.7744007226688,5.043557290472596
3324,19,2023-08-02,Groceries,8.110967831996173e-17,17.621729198680804,0.15200959448439227
2395,66,2023-07-17,Groceries,0.14064249325221448,178.99172472677995,4.560533852379954
2415,65,2023-11-23,Groceries,0.5223324346415743,92.76646225680743,5.119519876890241
4539,33,2023-05-17,Health,0.020204108520113583,0.0,4.616516189871779
430,24,2024-01-01,Groceries,7.642253884566585e-11,91.64695052627633,2.7768158840616985
4255,,2023-03-07,Groceries,39.53264309780779,86.6907542652537,
3705,37,2023-01-26,Clothing,15.125299349363056,128.608292698042,3.9052860656491153
4097,42,2023-08-02,Groceries,1859.6952526371927,104.56384605123837,4.3674331875888575
423,59,2023-11-12,Groceries,836.5383931087189,19.74704297289034,3.935757903314542
3728,34,2023-11-10,Clothing,0.14260054706537031,75.82021516813977,1.7904669809705327
804,62,2023-12-30,Groceries,,56.59131483384937,3.2983222386005435
4169,40,2023-09-11,Groceries,,107.71320646223607,3.950289640166478
1752,43,2023-04-03,Health,4800.598448027403,48.30030307007474,2.928604344237718
1814,45,2023-01-01,Groceries,16602.571103505845,143.8466068859952,1.9100059166237655
2078,43,2023-06-06,Groceries,,129.48033675067774,3.3003129450646096
1555,53,2023-08-28,Groceries,30561.66535456412,154.01955733166446,3.7379064000478097
4238,66,2023-03-21,Electronics,0.10535269527927048,91.0366620937792,5.287972186191988
1418,52,2023-12-06,Health,37768.14692345887,207.39553464030735,4.211944576659997
2917,38,2023-11-29,Groceries,44.98776331057831,4.573792240093809,2.8536087405839745
3631,26,2023-06-13,Groceries,1.7046882690236057e-08,0.0,3.5333875359403457
4002,56,2023-08-21,Home,5775.728142125956,40.80675111295801,5.089889929230891
2952,66,2023-12-02,Groceries,0.1658769943203725,139.67253426784626,3.3474311100483654
2054,39,2023-09-13,Groceries,142.208196348917,94.90343496183324,4.988012192447172
1880,48,2023-02-20,Groceries,43243.234168083174,140.11649537607087,3.8138216934186655
3803,68,2023-07-04,Groceries,0.004835509570982442,232.2867806939491,2.876895926837247
734,,2023-07-04,Groceries,14421.401037712341,178.46078060748283,3.9358011498082783
928,21,2023-03-28,Groceries,3.9332430488403337e-14,110.20316734292166,3.5394873953461294
3133,41,2023-06-10,Groceries,538.9518948025635,55.11862668922121,3.5421792203770646
66,53,2023-06-28,Electronics,26726.39966502977,211.60895513006668,1.6433030055110436
3098,48,2023-04-27,Groceries,39005.743231910375,229.3599298475665,4.048631699803746
2848,52,2023-10-18,Groceries,36618.26089379839,204.41226385247518,2.0695996084563597
2318,64,2023-03-28,Groceries,3.2899897391304593,159.96820326862874,4.198851610207967
1323,34,2023-07-13,Health,0.18798583396466614,41.66465631950186,
1533,60,2023-04-19,Groceries,377.326194961787,186.72804458768684,3.78979160720083
953,43,2023-10-30,Groceries,3995.521449907938,23.958312467670524,4.108314241430014
4354,29,2023-05-31,Groceries,1.2941834137185543e-05,15.073315238774562,7.447961728487747
4044,52,2023-12-22,Groceries,43868.40906567371,251.70149387406133,3.549342985447267
3667,21,2023-08-25,Clothing,2.161059113907696e-14,28.536528782368563,2.9611319942233667
1169,,2023-03-10,Groceries,6126.7170955993215,157.33843075306171,4.0689276457701835
417,50,2023-01-22,Groceries,46344.17375497673,223.33148452237057,7.302499494219527
1733,56,2023-04-27,Groceries,8564.954896927211,125.78453511023253,5.249135630712711
3182,,2023-07-20,Groceries,4.628760971538884e-13,62.97521673921815,3.1755946784561964
2183,20,2023-10-10,Groceries,1.5385480602784238e-15,91.09484009424696,4.4020180039341135
1633,32,2023-12-24,Groceries,0.004637126491190476,18.37736988439908,3.5067926554358757
3428,63,2023-02-14,Groceries,12.650453115961755,136.4790317850769,3.502699407749321
85,25,2023-07-07,Clothing,1.2926065510965773e-09,113.73838476390773,1.6779512587406298
2060,49,2023-06-13,Clothing,55021.119893639974,151.94316867545882,1.8899282230523968
4534,46,2023-09-30,Groceries,24659.60491421451,250.88752461900918,2.579299027687429
1433,35,2023-06-22,Groceries,0.5605967957919938,2.6397383278949604,4.0880369117111455
4871,22,2023-01-15,Groceries,3.5845007960908475e-13,0.0,4.11204569219417
4655,22,2023-08-11,Groceries,4.0396339090973897e-13,101.88093405249063,5.576797977900267
1184,31,2023-11-30,Groceries,0.0006151099982241509,34.68858279434423,5.378690791296544
2576,49,2023-04-17,Groceries,63372.6653021649,216.8532706195991,2.892332589259529
3401,59,2023-05-08,Groceries,875.1531852871759,227.9668488305863,6.025121048711766
4362,55,2023-05-29,Groceries,8614.937972266422,151.38942199194838,
2823,39,2023-03-15,Groceries,135.7431529546821,130.03477493249426,5.092622012603038
394,40,2023-06-15,Groceries,309.1718404555797,239.8336721113837,4.100391819830118
107,18,2023-12-29,Groceries,3.12977606125006e-18,40.72622749060404,3.318774175475293
2706,41,2023-12-23,Groceries,670.3789500410866,84.81827996978687,4.863021010401565
3162,64,2023-04-03,Groceries,2.482940296214103,148.97187154202658,2.7235944241727243
2068,47,2023-05-10,Groceries,27410.40704857984,127.42439963208592,4.692938468520516
3287,41,2023-03-29,Groceries,734.3566395665861,98.55306444121125,4.085797725730022
2104,64,2023-11-21,Groceries,2.18662411917634,148.1352931486947,5.192186949303609
1841,,2023-06-04,Groceries,0.00011599329023448918,101.13240131686969,1.163542249639528
1296,63,2023-05-06,Groceries,10.92540317609405,146.07373109890085,5.9262197769281055
2528,35,2023-07-22,Health,0.47908035371403385,41.17701474762676,0.8924657698103583
3444,55,2023-02-21,Groceries,17099.484451808967,95.44476524369259,3.748088448084981
1345,37,2023-04-16,Groceries,8.907302106860849,152.03065471344223,3.863158312455096
3968,45,2023-10-13,Groceries,16694.18621180451,88.74328264283963,0.46646807349446107
1420,41,2023-12-25,Groceries,877.8228874595595,99.90861060893155,3.6244277745122866
1484,62,2023-04-20,Groceries,36.16240765418407,110.88293823112106,3.9009171037130144
469,49,2023-08-23,Groceries,40950.41972535229,222.51047687550545,2.5283954105054285
9,unknown,2023-06-15,Groceries,2.039807894435125,177.3475558154202,3.3607243796187993
1667,32,2023-09-10,Groceries,0.006100181236121651,71.88173397729524,4.500405038056728
890,44,2023-10-31,Clothing,6998.004487769116,72.06646438575287,2.7514836904973152
4240,65,2023-09-29,Groceries,0.567924699241424,170.43008906892726,3.7478347387071493
2381,41,2023-04-22,Groceries,633.7419281830448,71.3961337859804,3.1923229454951567
158,49,2023-04-07,Home,53173.94644321185,178.81053614048042,2.393744843074951
3286,54,2023-03-09,Clothing,24918.353858119597,116.65314006025413,4.098085347221939
2320,18,2023-02-25,Groceries,2.293999238964233e-18,29.409173946102648,4.959431580738572
1492,43,2023-10-12,Groceries,4975.938075742497,29.47250532321233,1.997770358556215
3489,69,2023-07-06,Health,0.0010340176478707591,141.81367983338882,4.934218027352422
2165,67,2023-06-28,Groceries,0.020620281251601674,76.40644715434516,2.7006875650610285
682,63,2023-05-28,Groceries,8.292571887086243,71.68065701603696,2.4449982278115
4794,69,2023-08-07,Groceries,0.0007323976515638853,108.9283581376789,5.269875074901971
2116,31,2023-09-27,Groceries,0.0006488483597667148,18.271751412670355,2.2994773473299728
